PY Sentence Range,Candidate Rank,Match Tier,Match Score,IDF Cosine,Shared Distinct Words,Shared Words,Dd Paragraph Preview,PY Paragraph Preview
s2756-s2761,1,medium,0.1062,0.0702,6,"dāštan, dēn, mard, nīrmad, tuwān, xwēš",43.9: ud mard ī čiyōn nibišt ka-š [K160r] ān hamāg dēn ud yazišn xūb rāyēnēd u-š abāz framāyišnīh ud xūb-rawāgīh ī kār ī frārōn nīrmad ī xwēš handāxtan tuwān ud wazurg niyābagīhā awiš framūd u-š padiš bahrwar ud frāx-nīrmad padēx windišn dāštan [MR_246],caby_ch53_st6: frāzgōwišnīh ī zardušt frāzgōwišnīh zardušt ēdōn čiyōn pad ān harw dō tis ī gētī ud mēnōy āškārag mard ud zan pad wehīh ēdōn ǰeh ud mar pad wattarīh druz az ān bahr kū =š nīrmad az ōy kē =š hamēšag pāsbānīh pad frāydahišnīh kū =š xwēš tan ēdōn tuwān dāštan ka pad abārōnīh hanb...
s2756-s2761,1,low,0.0677,0.039,2,"mard, nīrmad",43.18: bē ō ōwōn mard ī dēnīg weh-dilīhā ud pad ēwēn ud abarmānd nīrmad handāxtan wazurg-kerbagtar [TD4_297/BA292&MR_248] kū ōy-iz abarmāndīg ud pad padīriftan wēš-dastwarīhātar,caby_ch53_st6: frāzgōwišnīh ī zardušt frāzgōwišnīh zardušt ēdōn čiyōn pad ān harw dō tis ī gētī ud mēnōy āškārag mard ud zan pad wehīh ēdōn ǰeh ud mar pad wattarīh druz az ān bahr kū =š nīrmad az ōy kē =š hamēšag pāsbānīh pad frāydahišnīh kū =š xwēš tan ēdōn tuwān dāštan ka pad abārōnīh hanb...
s2756-s2761,2,low,0.0672,0.0396,3,"dāštan, nēst, wattarīh",44.7: ud harw 2 pēšag az harw astīh hamēyīg-astīh hamāg-wehīh ud frazām [T60_78b] pērōzīh ī yazdān nēst [K162r] wattarīh hamāg-wehīh abesīhēnišn ī dēwān bē šnāxtan ud yazdān dōstīhā ān ī āsrōnīg xēm hammōxtan ud griftan dāštan frēzwānīg ud meh-dādestānīhātar [A91],caby_ch53_st6: frāzgōwišnīh ī zardušt frāzgōwišnīh zardušt ēdōn čiyōn pad ān harw dō tis ī gētī ud mēnōy āškārag mard ud zan pad wehīh ēdōn ǰeh ud mar pad wattarīh druz az ān bahr kū =š nīrmad az ōy kē =š hamēšag pāsbānīh pad frāydahišnīh kū =š xwēš tan ēdōn tuwān dāštan ka pad abārōnīh hanb...
s2332-s2335,4,medium,0.0866,0.0661,4,"druwandān, dēn, nē, xwāyišn",45.5: bē ka az hērbedīh zīyišn ī rōzgārīg nē *ayābēnd u-šān wehān *a-xwāst ahlawdād awiš nē dahēnd ud az nabānazdištān ī druwandān pad-iz xwāyišn nē windēnd ud az mizdīg yazišngarīh ud hamāg dēn rāyēnīdārīh ud abārīg āsrōnīh ud hāwištīh padiš [K162v] zīyišn-ēw xwāst,caby_ch46_st6: frāzgōwišnīh zardušt passoxgōwišnīh ohrmazd kē ān ī mad ēstēd nē ō mard kē pad xwāyišn āyēd kū pad kār ud kirbag āyēd dahēd druz ī ān dām kū dāmīh ī druz kunēd ā =š āsamīhēd kū =š bīm wimāyīhēd u =š zanīhēd čē ān ī druwand kē ō druwandān pahlomīh ud ān ahlaw kē ō ahlawān franā...
s2199-s2204,5,medium,0.1158,0.1193,2,"frārōn, nē",45.6: ka pad-iz ān nē *ayābēnd pad warzīgarīh ud [A92] gōspand-warzīh ud dibīrīh ud abārīg frārōn kār ī andar āsrōnīhā ud ka-šān pad-iz ān zīyistan nē tuwan pad zēnwarīh ud naxčīrgarīh [BA296&D7_253/301] ud abārīg frārōn kār ī andar pēšag ī frārōn artēštārīh zīyišn xwāst,caby_ch44_st13: tāštgōwišnīh frašn ī zardušt ān ī az tō pursēm ī rāst ō man gōwē ohrmazd kay druz bē nayēd az ān pad [bē]nayišnīh druz ī sāstārīh awēšān ēdōn kē pad aniyōxšīdārīh pahikārēnd pad akirdhērbedestānīh ud nē ahlāyīh ka =šān nē nigēzēnd abāgēnēnd kū tis ī frārōn ka =šān gōwēnd ā =iz...
s1531-s1535,4,medium,0.1189,0.0688,7,"abestāg, awēšān, dānēd, nē, zand, ēn, ōy",46.4: ud awēšān kē-šān Abestāg wēš warm ayāb ōy kē zand šāyist nē šāyist weh dānēd ud kehīh ud mehīh ī pad ēn dar čiyōn-imān pursīd [D7_255] ēg-imān andar rōšn framāyēd kerdan čē ka pad ēn dar ī kehīh ud mehīh nimāyēd ēg-iš mehīh [T60_81r] sūdīh bowandagīhā ast ∵,caby_ch31_st1: tāwrad hād bun frāzgōwišnīh ān harw dō wābarīgānīh ī ašmāh ōšmurom abestāg ud zand ud ōy =iz ī aniyōxšīdār ahlomōγ pad gōwišn hammōzam andar warōmandīh =ēw se bār ōh gōwišn ud ka ēwar dānēd kū nē hammōxtēd ēwbār awēšān kē pad wābarīgānīh ī druz ān ī ahlāyīh gēhān bē murnǰēnēnd...
s754,1,strong,0.3302,0.2975,3,"kunēnd, weh, yazišn",47.2: ayārīh ud frayādišn ī ōy kē-š yazišn framūd ud šahr mardōmān ēg-išān frayādišn pad čē ēwēnag bawēd ud ganāy mēnōy ud dēwān ud druzān bēšišn zanišn ud dard ud duš-xwārīh čiyōn pad čē ēwēnag bawēd čim ī [TD4a_305] yazišn čiyōn [D7_258] ast čē ast yazišn kū wehīh ka kunēnd kē weh...,caby_ch10_st22: kē az astān pad yazišn abar weh kū yazišn ān weh ī ohrmazd xwadāy rāy kunēnd
s1082,2,strong,0.3302,0.2975,3,"kunēnd, weh, yazišn",47.2: ayārīh ud frayādišn ī ōy kē-š yazišn framūd ud šahr mardōmān ēg-išān frayādišn pad čē ēwēnag bawēd ud ganāy mēnōy ud dēwān ud druzān bēšišn zanišn ud dard ud duš-xwārīh čiyōn pad čē ēwēnag bawēd čim ī [TD4a_305] yazišn čiyōn [D7_258] ast čē ast yazišn kū wehīh ka kunēnd kē weh...,caby_ch19_st22: kē az astān [ēdōn] pad yazišn abar weh kū yazišn ān weh ī ohrmazd xwadāy rāy kunēnd
s420,3,strong,0.3121,0.2912,3,"kunēnd, weh, yazišn",47.2: ayārīh ud frayādišn ī ōy kē-š yazišn framūd ud šahr mardōmān ēg-išān frayādišn pad čē ēwēnag bawēd ud ganāy mēnōy ud dēwān ud druzān bēšišn zanišn ud dard ud duš-xwārīh čiyōn pad čē ēwēnag bawēd čim ī [TD4a_305] yazišn čiyōn [D7_258] ast čē ast yazišn kū wehīh ka kunēnd kē weh...,caby_ch6_st22: kē az astān ēdōn pad yazišn abar weh kū yazišn ān ī weh ī ohrmazd ī xwadāy rāy kunēnd
s845,4,strong,0.3121,0.2912,3,"kunēnd, weh, yazišn",47.2: ayārīh ud frayādišn ī ōy kē-š yazišn framūd ud šahr mardōmān ēg-išān frayādišn pad čē ēwēnag bawēd ud ganāy mēnōy ud dēwān ud druzān bēšišn zanišn ud dard ud duš-xwārīh čiyōn pad čē ēwēnag bawēd čim ī [TD4a_305] yazišn čiyōn [D7_258] ast čē ast yazišn kū wehīh ka kunēnd kē weh...,caby_ch13_st8: kē az astān ēdōn pad yazišn abar weh kū yazišn ān weh ī ohrmazd ī xwadāy rāy kunēnd
s854,5,strong,0.3121,0.2912,3,"kunēnd, weh, yazišn",47.2: ayārīh ud frayādišn ī ōy kē-š yazišn framūd ud šahr mardōmān ēg-išān frayādišn pad čē ēwēnag bawēd ud ganāy mēnōy ud dēwān ud druzān bēšišn zanišn ud dard ud duš-xwārīh čiyōn pad čē ēwēnag bawēd čim ī [TD4a_305] yazišn čiyōn [D7_258] ast čē ast yazišn kū wehīh ka kunēnd kē weh...,caby_ch13_st12: kē az astān ēdōn pad yazišn abar weh kū yazišn ān weh ī ohrmazd ī xwadāy rāy kunēnd
s2860,1,medium,0.169,0.0587,2,"weh, yazišn",47.4: az kerd ī yazišn ī yazdān ud šnāyišn ī weh mēnōyān nizōrīh ī druzān abzūdan ī nēk-wārānīh ud waxšišn ī urwarān ud ābādānīh ī gēhān ud drīst-rawišnīh-iz ī zīndagān ud tā-iz ān ī Fraškerd rawāgīh dāmān a-margīh aziš būd guft estēd čimīgīha.,caby_ch57_st13: kē az astān pad yazišn abar weh
s2869,2,medium,0.1417,0.0555,2,"weh, yazišn",47.4: az kerd ī yazišn ī yazdān ud šnāyišn ī weh mēnōyān nizōrīh ī druzān abzūdan ī nēk-wārānīh ud waxšišn ī urwarān ud ābādānīh ī gēhān ud drīst-rawišnīh-iz ī zīndagān ud tā-iz ān ī Fraškerd rawāgīh dāmān a-margīh aziš būd guft estēd čimīgīha.,caby_ch57_st19: kē az astān ēdōn pad yazišn abar weh
s2874,3,medium,0.1417,0.0555,2,"weh, yazišn",47.4: az kerd ī yazišn ī yazdān ud šnāyišn ī weh mēnōyān nizōrīh ī druzān abzūdan ī nēk-wārānīh ud waxšišn ī urwarān ud ābādānīh ī gēhān ud drīst-rawišnīh-iz ī zīndagān ud tā-iz ān ī Fraškerd rawāgīh dāmān a-margīh aziš būd guft estēd čimīgīha.,caby_ch57_st22: kē az astān ēdōn pad yazišn abar weh
s2881,4,medium,0.1417,0.0555,2,"weh, yazišn",47.4: az kerd ī yazišn ī yazdān ud šnāyišn ī weh mēnōyān nizōrīh ī druzān abzūdan ī nēk-wārānīh ud waxšišn ī urwarān ud ābādānīh ī gēhān ud drīst-rawišnīh-iz ī zīndagān ud tā-iz ān ī Fraškerd rawāgīh dāmān a-margīh aziš būd guft estēd čimīgīha.,caby_ch57_st27: kē az astān ēdōn pad yazišn abar weh
s2885,5,medium,0.1417,0.0555,2,"weh, yazišn",47.4: az kerd ī yazišn ī yazdān ud šnāyišn ī weh mēnōyān nizōrīh ī druzān abzūdan ī nēk-wārānīh ud waxšišn ī urwarān ud ābādānīh ī gēhān ud drīst-rawišnīh-iz ī zīndagān ud tā-iz ān ī Fraškerd rawāgīh dāmān a-margīh aziš būd guft estēd čimīgīha.,caby_ch57_st30: kē az astān ēdōn pad yazišn abar weh
s248,1,medium,0.1169,0.0789,3,"ahlaw, yazišn, āfrīn",47.24: pad pākīh ud abēzagīh ud rāstīh ī čand andar gumēzag gētīy baxt yazdān stāyišnīg yazišn sarēnēd ud ka ān ī ahlaw ī wirāst-xēm abāg ōy abzār ī yōǰdahr kē was [T60_85b&BA306/311] mēnōy ī nīrangīg daxšag ayādēnišn ī yazdān kām ud Druz a-kām āfrīn estēd ud sazāgīhā bē ō ham mad,PY 3.18: xwāyam ō ēn yazišn dahmān ī wehān āfrīn ud dahm =iz mard ī ahlaw ud ān =iz ī čēr ī tagīg dahmīabarpadmenišn yazad
s1158,2,medium,0.1169,0.0789,3,"ahlaw, yazišn, āfrīn",47.24: pad pākīh ud abēzagīh ud rāstīh ī čand andar gumēzag gētīy baxt yazdān stāyišnīg yazišn sarēnēd ud ka ān ī ahlaw ī wirāst-xēm abāg ōy abzār ī yōǰdahr kē was [T60_85b&BA306/311] mēnōy ī nīrangīg daxšag ayādēnišn ī yazdān kām ud Druz a-kām āfrīn estēd ud sazāgīhā bē ō ham mad,caby_ch22_st19: xwāyam ō ēn yazišn dahmān ī wehān āfrīn ud dahm =iz mard ī ahlaw ān =iz ī čēr ī tagīg dahmīabarpadmenišn yazad
s185-s187,3,medium,0.1011,0.0681,3,"ahlaw, yazišn, āfrīn",47.24: pad pākīh ud abēzagīh ud rāstīh ī čand andar gumēzag gētīy baxt yazdān stāyišnīg yazišn sarēnēd ud ka ān ī ahlaw ī wirāst-xēm abāg ōy abzār ī yōǰdahr kē was [T60_85b&BA306/311] mēnōy ī nīrangīg daxšag ayādēnišn ī yazdān kām ud Druz a-kām āfrīn estēd ud sazāgīhā bē ō ham mad,PY 2.16: pad ēn zōhrag ud barsom dahmān wehān āfrīn xwāyam ō ēn yazišn dahm =iz mard ī ahlaw xwāyam ō ēn yazišn ān ī čēr ī tagīg dahmīabarpadmenišn yazad xwāyam ō ēn yazišn
s317,4,medium,0.101,0.0722,3,"ahlaw, yazišn, āfrīn",47.24: pad pākīh ud abēzagīh ud rāstīh ī čand andar gumēzag gētīy baxt yazdān stāyišnīg yazišn sarēnēd ud ka ān ī ahlaw ī wirāst-xēm abāg ōy abzār ī yōǰdahr kē was [T60_85b&BA306/311] mēnōy ī nīrangīg daxšag ayādēnišn ī yazdān kām ud Druz a-kām āfrīn estēd ud sazāgīhā bē ō ham mad,caby_ch4_st21: awēšān niwēyēnam dahmān ī wehān āfrīn ud dahm =iz ī mard ī ahlaw ud ān =iz ī čēr ud tagīg dahmīabarpadmenišn yazad pad yazišn ud niyāyišn ud šnāyēnīdārīh ud frāzāfrīgānīh
s1233,5,medium,0.101,0.0722,3,"ahlaw, yazišn, āfrīn",47.24: pad pākīh ud abēzagīh ud rāstīh ī čand andar gumēzag gētīy baxt yazdān stāyišnīg yazišn sarēnēd ud ka ān ī ahlaw ī wirāst-xēm abāg ōy abzār ī yōǰdahr kē was [T60_85b&BA306/311] mēnōy ī nīrangīg daxšag ayādēnišn ī yazdān kām ud Druz a-kām āfrīn estēd ud sazāgīhā bē ō ham mad,caby_ch24_st26: awēšān niwēyēnam dahmān ī wehān āfrīn ud dahm =iz mard ī ahlaw ud ān =iz ī čēr ī tagīg dahmīabarpadmenišn yazad pad yazišn ud niyāyišn ud šnāyēnīdārīh ud frāzāfrīgānīh
s878-s883,1,strong,0.1361,0.1046,6,"abestāg, ahlawān, dāmān, dēn, rāst, sraw",47.26: ud xwānīhēd Abestāg ī wizārīhēd abēzag-stāyišnīh ī yazdān ī andar ī rōšn rōz pad ān ī frayar gāh ud tā-iz šab dēn nīrangīg rāst ōšmurišnīg ud <’wlt>išnīg ud tār nā-waxr ud nā-zēfān ēd čē pad āfrīn ī yazdān ēd čē pad [MR_266] wizāyišn ī druzān ēd čē pad spās ī xwarrahōmandān ī...,caby_ch16_st2: zardušt ahlaw ī ahlāyīh rad yazam pad awēšān rādēnīd zōhr ī andar zōhrbarān ud ān =iz ī rāst gōwišn abestāg ī rāst X harwisp =iz ī ān ī ahlaw gētī yazad yazam zardušt ī ahlaw frawahr yazam ān ī zardušt sraw yazam ān ī zardušt dēn yazam ān ī zardušt kāmag ud dādestān yazam kē a...
s876-s877,2,medium,0.1224,0.1027,4,"abestāg, dādār, dāmān, rāst",47.26: ud xwānīhēd Abestāg ī wizārīhēd abēzag-stāyišnīh ī yazdān ī andar ī rōšn rōz pad ān ī frayar gāh ud tā-iz šab dēn nīrangīg rāst ōšmurišnīg ud <’wlt>išnīg ud tār nā-waxr ud nā-zēfān ēd čē pad āfrīn ī yazdān ēd čē pad [MR_266] wizāyišn ī druzān ēd čē pad spās ī xwarrahōmandān ī...,caby_ch16_st1: ohrmazd ī ahlaw ī ahlāyīh rad yazam xwadāy ī mahist yazam ī sūdxwāstār ān ī ohrmazd ī frāydādārgēhān ā =iz dādār ī wehīgān dāmān pad awēšān ī rādēnīd zōhr andar zōhrbarān ān =iz ī rāst gōwišn abestāg ī rāst ud harwisp =iz ān ī ahlaw mēnōy yazad yazam
s2778-s2779,3,low,0.0928,0.0761,2,"abestāg, sraw",47.26: ud xwānīhēd Abestāg ī wizārīhēd abēzag-stāyišnīh ī yazdān ī andar ī rōšn rōz pad ān ī frayar gāh ud tā-iz šab dēn nīrangīg rāst ōšmurišnīg ud <’wlt>išnīg ud tār nā-waxr ud nā-zēfān ēd čē pad āfrīn ī yazdān ēd čē pad [MR_266] wizāyišn ī druzān ēd čē pad spās ī xwarrahōmandān ī...,caby_ch53_st10: pahlomxwāyišnīh ī sraw zardušt kū =m ān ōh xwāyēnd tis =ēw ēn pahlom abestāg ud zand wezest bišāmrūdīg gōwišn
s15-s17,4,low,0.0753,0.0477,3,"rāh, rāst, yazdān",47.26: ud xwānīhēd Abestāg ī wizārīhēd abēzag-stāyišnīh ī yazdān ī andar ī rōšn rōz pad ān ī frayar gāh ud tā-iz šab dēn nīrangīg rāst ōšmurišnīg ud <’wlt>išnīg ud tār nā-waxr ud nā-zēfān ēd čē pad āfrīn ī yazdān ēd čē pad [MR_266] wizāyišn ī druzān ēd čē pad spās ī xwarrahōmandān ī...,"PY 0.5: u =š yaϑāahūvairiiō dō , andar rāh X guftan , pad š́iiaōϑə̄nanąm pāy rāst andar zōtgāh nihādan u =š tarsagāhīhā be ēstādan yazdān ō ēzišn niwēyēnīdan ud pādyābdān pad pādyāb abāz kirdan ud dast pad pādyāb abāz kirdan"
s3305,5,low,0.0743,0.0435,2,"hāwan, rōz",47.26: ud xwānīhēd Abestāg ī wizārīhēd abēzag-stāyišnīh ī yazdān ī andar ī rōšn rōz pad ān ī frayar gāh ud tā-iz šab dēn nīrangīg rāst ōšmurišnīg ud <’wlt>išnīg ud tār nā-waxr ud nā-zēfān ēd čē pad āfrīn ī yazdān ēd čē pad [MR_266] wizāyišn ī druzān ēd čē pad spās ī xwarrahōmandān ī...,caby_ch66_st18: pad ahlāyīh bēdaham rahwōberzad ī ahlaw radīh ī rōz asnī ud māhīgān ud gāhānbār ud sāl kē hēnd ahlāyīh rad ī pad hāwan radīh
s3090,5,low,0.0917,0.0555,3,"gōwišn, yazdān, yazišn",47.29: ud andar yazišn was gōwišn nīrang ud daxšag nišān ī mēnōy zōrīg paydāgīhēd ī ō dēwān tarsēnāg ud bēšēnāg ō yazdān azbāyāg ud urwāhmenāg,caby_ch60_st7: wānīhād az ēn mān pad srōš asruštīh ud pad āštīh anāštīh ud pad rādīh arādīh ud pad ērmenišnīh tarmenišnīh ud pad ān ī rāst gōwišn ān ī drō gōwišn ud pad ahlāyīh druz kē =iz andar ān [ān] ī amahraspandān yazišn ud niyāyišn ī srōš pad dastwar ān ī weh yazišn ud niyāyišn ī narīh...
s2756-s2761,3,low,0.0792,0.05,3,"barēd, gyāg, ānōh",48.7: ayāb frayādišn ī wehān ud arzānīgān rāy az gyāg kū ǰōrdāy wēš az pāyišn ī xwurdārān arzān-wahāgīh rāy ǰōrdāy xrīnēd bē ō [T60_89b] ānōh kū ǰōrdāy kam ud agar wehān ǰōrdāy-abāyišnān <yy’w>ōmand barēd,caby_ch53_st6: frāzgōwišnīh ī zardušt frāzgōwišnīh zardušt ēdōn čiyōn pad ān harw dō tis ī gētī ud mēnōy āškārag mard ud zan pad wehīh ēdōn ǰeh ud mar pad wattarīh druz az ān bahr kū =š nīrmad az ōy kē =š hamēšag pāsbānīh pad frāydahišnīh kū =š xwēš tan ēdōn tuwān dāštan ka pad abārōnīh hanb...
s1496-s1500,4,medium,0.1318,0.1322,3,"būd, tā, wattar",50.8: bē ō uzmūdagān tā bē ō ān paymānag kū weh bawēd ayāb [MR_278] wattar nē bawēd ud ō uzmūdagān tā bē ō ān-ōwōn paymānag ī-š padiš uzmūdišnīh ī guft estēd būdan dastwarīhā ud ō kē uzmūd kū may xwardan rāy wattar bē bawēd pad ān paymānag ī andar uzmāyišn dīd kū xwardan rāy wattar...,caby_ch30_st5: frāzgōwišnīh hāzišn ohrmazd az dōān mēnōyān ā =š dōšīd kē druwand ān ī wattar warzišn ahreman ān ī wattar warzišn kāmag būd ahlāyīh mēnōy ī abzōnīg ohrmazd ahlāyīh dōšīd ud ka =iz =š ān ī saxt sag nihuft asmān =iz pad ēd kār pērāmōn gēhān be kird kū tā ahlāyīh rawāg bawād kē =...
s575-s578,4,low,0.0945,0.0635,3,"būd, nē, wattar",50.9: ud andar warōmandīh-ēw hu-dēn ī srud-gāhān ī hu-sraw kē-š mastōgīh nē paydāg pad ēd dāštan kū may xwarēd ud čand-iš uzmūd kū xwardan rāy wattar nē būd,caby_ch9_st8: kē =š zad az ī dahāg ī sezefar ī sekamāl ī šašaš ī hazārwizōstār adādag ī pad gōhrag ī wasōz dēw druz ī wattar ō gēhānān zyāngār ud druwand kē =š wasōztom druz frāz kirrēnīd gannāgmēnōy abar ō astōmandān gēhān pad margīh ī ān ahlāyīh gēhān kū =š az druz ī getī ēk ān stahmagtar...
s2332-s2335,1,strong,0.1581,0.1315,5,"ahlaw, bīm, dārišn, mad, mard",52.6: ēdōn tuwān ka gōspandān bē ō ōzanišn an-Ērān xwarišnīh frōšēd ud was gōspand bē ō kuštan ud Ērān dārišn mad xwārtar kū mard ī ahlaw pad an-ayābišnīh ī zīyišn ud marg bīm ōzad ∵,caby_ch46_st6: frāzgōwišnīh zardušt passoxgōwišnīh ohrmazd kē ān ī mad ēstēd nē ō mard kē pad xwāyišn āyēd kū pad kār ud kirbag āyēd dahēd druz ī ān dām kū dāmīh ī druz kunēd ā =š āsamīhēd kū =š bīm wimāyīhēd u =š zanīhēd čē ān ī druwand kē ō druwandān pahlomīh ud ān ahlaw kē ō ahlawān franā...
s2756-s2761,4,medium,0.0895,0.0526,5,"bawēd, mard, nēst, zan, ēdōn","55.2: pāsox ēd kū stūrīh ēdōn bawēd ī ka kū mard ī Weh-dēn ī abāyēd [MR_287] šāhān šāh [T60_96""a] bandag kē-š zan [BA324/329] ud frazend ī pādixšāyīhā ud padīriftag ud brād ī ham-bāy ud stūr ī kardag nēst u-š xwāstag 60 stēr ast ī barōmand ud widerān bawēd",caby_ch53_st6: frāzgōwišnīh ī zardušt frāzgōwišnīh zardušt ēdōn čiyōn pad ān harw dō tis ī gētī ud mēnōy āškārag mard ud zan pad wehīh ēdōn ǰeh ud mar pad wattarīh druz az ān bahr kū =š nīrmad az ōy kē =š hamēšag pāsbānīh pad frāydahišnīh kū =š xwēš tan ēdōn tuwān dāštan ka pad abārōnīh hanb...
s2756-s2761,1,strong,0.1271,0.0715,5,"bawēd, nē, nēst, zan, ēdōn",57.3: ud stūr būdag [T60_97b] ēdōn čiyōn zan ī pādixšāyīhā duxt ī ayōgēn kē pad xwad-estišnīh stūr čiyōn ān bawēd ka zan nēst ud duxt kē-š šōy nēst ud nē kerd estēd ud ān ēk mānd estēd,caby_ch53_st6: frāzgōwišnīh ī zardušt frāzgōwišnīh zardušt ēdōn čiyōn pad ān harw dō tis ī gētī ud mēnōy āškārag mard ud zan pad wehīh ēdōn ǰeh ud mar pad wattarīh druz az ān bahr kū =š nīrmad az ōy kē =š hamēšag pāsbānīh pad frāydahišnīh kū =š xwēš tan ēdōn tuwān dāštan ka pad abārōnīh hanb...
s2332-s2335,4,medium,0.1158,0.0744,6,"dahēd, kunēd, nē, rasēd, tis, ēw",61.3: ka handarz anīy tis [K35_176v] andar [MR_294] nēst xwāstag bē ō zan duxt ī pādixšāyīhā rasēd harw duxt-ēw kē zīndag ī pid šōy kunēd bē agar-iš pad handarz tis-ēw dahēd ēnyā-š awiš nē ayābēd ud ān kē-š nē kerd bahr ēw,caby_ch46_st6: frāzgōwišnīh zardušt passoxgōwišnīh ohrmazd kē ān ī mad ēstēd nē ō mard kē pad xwāyišn āyēd kū pad kār ud kirbag āyēd dahēd druz ī ān dām kū dāmīh ī druz kunēd ā =š āsamīhēd kū =š bīm wimāyīhēd u =š zanīhēd čē ān ī druwand kē ō druwandān pahlomīh ud ān ahlaw kē ō ahlawān franā...
s2756-s2761,2,medium,0.1023,0.0623,4,"mard, nē, nēst, zan",61.6: ud agar ān mard pus nē bē-š duxt ayāb zan ast ud agar az ān mard čiyōn zan pad sālārīh nē šāyēnd dūdag-sālār abāyēd gumārdan ud agar-iš zan-iz duxtar nēst stūr abāyēd gumārdan,caby_ch53_st6: frāzgōwišnīh ī zardušt frāzgōwišnīh zardušt ēdōn čiyōn pad ān harw dō tis ī gētī ud mēnōy āškārag mard ud zan pad wehīh ēdōn ǰeh ud mar pad wattarīh druz az ān bahr kū =š nīrmad az ōy kē =š hamēšag pāsbānīh pad frāydahišnīh kū =š xwēš tan ēdōn tuwān dāštan ka pad abārōnīh hanb...
s1596-s1598,1,low,0.0968,0.0814,2,"zīndag, zīndagīh",63.5: ud pas mad <’w> Druz ī kōxšišngar u-š wināhīd zīndagīh kerd garān margōmandīh ī xwānīhēd Gayōmard ī wizārīhēd zīndag ī mīrāg,caby_ch31_st15: frašn zardušt pursīhād =š ēdōn ōy pad ān wināhišn pādufrāh =uš kunēd kē ō ōy ī druwand xwadāyīh kunēd ī duškunišn ohrmazd kē nē zīndagīh pad =iz mizd niwēyēnēd kū ka =š pārag dahēnd ā =iz mardōm zīndag be nē hilēd ōy =iz ī warzīdār kēnēnēd kē pad pah u wīr adrōzišn kū mard =iz...
s1492-s1495,2,low,0.0872,0.0687,2,"gayōmard, mad",63.5: ud pas mad <’w> Druz ī kōxšišngar u-š wināhīd zīndagīh kerd garān margōmandīh ī xwānīhēd Gayōmard ī wizārīhēd zīndag ī mīrāg,caby_ch30_st4: frāzgōwišnīh zardušt passoxgōwišnīh ohrmazd ēdōn =iz ān harw dō mēnōy ō ham mad hēnd ō ān ī ōy fradom dahišn kū harw dō mēnōy ō gayōmard mad hēnd kē =iz pad zīwandagīh ohrmazd pad ēd kār kū wēš zīwandag dārānd u kē =iz pad azīwandagīh gannāgmēnōy pad ēd kār kū wēš be ōzanānd k...
s2332-s2335,3,low,0.0744,0.0515,2,"druz, mad",63.5: ud pas mad <’w> Druz ī kōxšišngar u-š wināhīd zīndagīh kerd garān margōmandīh ī xwānīhēd Gayōmard ī wizārīhēd zīndag ī mīrāg,caby_ch46_st6: frāzgōwišnīh zardušt passoxgōwišnīh ohrmazd kē ān ī mad ēstēd nē ō mard kē pad xwāyišn āyēd kū pad kār ud kirbag āyēd dahēd druz ī ān dām kū dāmīh ī druz kunēd ā =š āsamīhēd kū =š bīm wimāyīhēd u =š zanīhēd čē ān ī druwand kē ō druwandān pahlomīh ud ān ahlaw kē ō ahlawān franā...
s626-s627,5,low,0.0889,0.0685,3,"abar, frāz, zamīg",63.6: az Gayōmard pad bē-widerišnīh frāz tazīd šusr ī zīndagīh gōhr ud mad bē ō ∵ [MR_298] zamīg ī Spenāg-dād pāyīhīd andar zamīg pad ān ī yazdān pādārīh az-iš hambūsīhīd pus ud duxt mardōm ud rust hēnd abar būm ud wašt ō ǰumbišn ud rawišn mad hēnd bē ō-iz hamgumēzišn ud zāyēnīdārīh,caby_ch9_st20: ēn az tō tasom yān hōm zayam ī dūrōš čiyōn xwāstār ud amāwand ud padēx frāz rawān pad zamīg abar bēštarwēnān ud druzwānān ēn az tō panǰom yān hōm zayam ī dūrōš čiyōn pērōzgar ud wānīdār pad kōxšišn frāz rawān pad zamīg abar bēštarwēnān ud druzwānān
s575-s578,1,strong,0.1393,0.1212,6,"būd, dahāg, dēw, gēhān, margīh, zad",64.6: čand Hōšang kē-š 2 srišwadag dēw zad ud tahmōred kē pad nērōg yazdān Ahrimen nigūnēnīd ud Jam kē-š paymān winnārd u-š margīh ōgārd ud Frēdōn kē-š až ī dahāg bast u-š <wylwšk> az gēhān wišāyist ud wasān Kayān ud yalān mēnōy dastwarān ī [BA334/339] būd hēnd ud bawēnd,caby_ch9_st8: kē =š zad az ī dahāg ī sezefar ī sekamāl ī šašaš ī hazārwizōstār adādag ī pad gōhrag ī wasōz dēw druz ī wattar ō gēhānān zyāngār ud druwand kē =š wasōztom druz frāz kirrēnīd gannāgmēnōy abar ō astōmandān gēhān pad margīh ī ān ahlāyīh gēhān kū =š az druz ī getī ēk ān stahmagtar...
